instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,temp_bin,hour_bin,cnt_bin
153,2011-01-07,Spring,2011,January,15,No,Saturday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.2,0.2121,0.37,0.1642,9,63,72,dingin,siang,rendah
154,2011-01-07,Spring,2011,January,16,No,Saturday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.2,0.2121,0.37,0.1642,5,82,87,dingin,siang,rendah
155,2011-01-07,Spring,2011,January,17,No,Saturday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.2,0.2576,0.37,0.0,9,178,187,dingin,sore,rendah
156,2011-01-07,Spring,2011,January,18,No,Saturday,Yes,"Clear, Few clouds, Partly cloudy",0.2,0.2273,0.4,0.0896,7,116,123,dingin,sore,rendah
157,2011-01-07,Spring,2011,January,19,No,Saturday,Yes,"Clear, Few clouds, Partly cloudy",0.16,0.197,0.55,0.0896,3,92,95,dingin,malam,rendah
158,2011-01-07,Spring,2011,January,20,No,Saturday,Yes,"Clear, Few clouds, Partly cloudy",0.18,0.2121,0.47,0.1045,1,50,51,dingin,malam,rendah
159,2011-01-07,Spring,2011,January,21,No,Saturday,Yes,"Clear, Few clouds, Partly cloudy",0.18,0.197,0.47,0.1343,0,39,39,dingin,malam,rendah
160,2011-01-07,Spring,2011,January,22,No,Saturday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.18,0.197,0.43,0.1642,2,34,36,dingin,malam,rendah
161,2011-01-07,Spring,2011,January,23,No,Saturday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.18,0.197,0.51,0.1642,1,14,15,dingin,malam,rendah
162,2011-01-08,Spring,2011,January,0,No,Sunday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.18,0.197,0.51,0.1642,1,24,25,dingin,subuh,rendah
163,2011-01-08,Spring,2011,January,1,No,Sunday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.18,0.2121,0.55,0.0896,1,15,16,dingin,subuh,rendah
164,2011-01-08,Spring,2011,January,2,No,Sunday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.18,0.2424,0.55,0.0,3,13,16,dingin,subuh,rendah
165,2011-01-08,Spring,2011,January,3,No,Sunday,No,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.18,0.197,0.55,0.1642,0,7,7,dingin,subuh,rendah
166,2011-01-08,Spring,2011,January,4,No,Sunday,No,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.18,0.197,0.55,0.1642,0,1,1,dingin,subuh,rendah
167,2011-01-08,Spring,2011,January,5,No,Sunday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.16,0.1667,0.74,0.1642,0,5,5,dingin,subuh,rendah
168,2011-01-08,Spring,2011,January,6,No,Sunday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.16,0.1667,0.74,0.1642,0,2,2,dingin,subuh,rendah
169,2011-01-08,Spring,2011,January,7,No,Sunday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.16,0.1818,0.74,0.1045,1,8,9,dingin,pagi,rendah
170,2011-01-08,Spring,2011,January,8,No,Sunday,No,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.16,0.1818,0.93,0.1045,0,15,15,dingin,pagi,rendah
171,2011-01-08,Spring,2011,January,9,No,Sunday,No,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.16,0.1818,0.93,0.1045,0,20,20,dingin,pagi,rendah
172,2011-01-08,Spring,2011,January,10,No,Sunday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.18,0.197,0.8,0.1642,5,56,61,dingin,pagi,rendah
173,2011-01-08,Spring,2011,January,11,No,Sunday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.2,0.1818,0.69,0.3881,2,60,62,dingin,siang,rendah
174,2011-01-08,Spring,2011,January,12,No,Sunday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.2,0.1818,0.59,0.3582,8,90,98,dingin,siang,rendah
175,2011-01-08,Spring,2011,January,13,No,Sunday,No,"Clear, Few clouds, Partly cloudy",0.2,0.1818,0.44,0.3284,7,95,102,dingin,siang,rendah
176,2011-01-08,Spring,2011,January,14,No,Sunday,No,"Clear, Few clouds, Partly cloudy",0.2,0.1667,0.32,0.4925,12,83,95,dingin,siang,rendah
177,2011-01-08,Spring,2011,January,15,No,Sunday,No,"Clear, Few clouds, Partly cloudy",0.2,0.1667,0.32,0.4478,5,69,74,dingin,siang,rendah
178,2011-01-08,Spring,2011,January,16,No,Sunday,No,"Clear, Few clouds, Partly cloudy",0.18,0.1364,0.29,0.4478,8,68,76,dingin,siang,rendah
179,2011-01-08,Spring,2011,January,17,No,Sunday,No,"Clear, Few clouds, Partly cloudy",0.16,0.1212,0.37,0.5522,5,64,69,dingin,sore,rendah
180,2011-01-08,Spring,2011,January,18,No,Sunday,No,"Clear, Few clouds, Partly cloudy",0.14,0.1212,0.39,0.2985,3,52,55,dingin,sore,rendah
181,2011-01-08,Spring,2011,January,19,No,Sunday,No,"Clear, Few clouds, Partly cloudy",0.14,0.1212,0.36,0.2537,4,26,30,dingin,malam,rendah
182,2011-01-08,Spring,2011,January,20,No,Sunday,No,"Clear, Few clouds, Partly cloudy",0.12,0.1212,0.36,0.2537,0,28,28,dingin,malam,rendah
183,2011-01-08,Spring,2011,January,21,No,Sunday,No,"Clear, Few clouds, Partly cloudy",0.12,0.1061,0.39,0.3582,2,35,37,dingin,malam,rendah
184,2011-01-08,Spring,2011,January,22,No,Sunday,No,"Clear, Few clouds, Partly cloudy",0.12,0.1061,0.36,0.3881,1,33,34,dingin,malam,rendah
185,2011-01-08,Spring,2011,January,23,No,Sunday,No,"Clear, Few clouds, Partly cloudy",0.1,0.0606,0.39,0.4478,0,22,22,dingin,malam,rendah
186,2011-01-09,Spring,2011,January,0,No,Monday,No,"Clear, Few clouds, Partly cloudy",0.1,0.0758,0.42,0.3881,1,24,25,dingin,subuh,rendah
187,2011-01-09,Spring,2011,January,1,No,Monday,No,"Clear, Few clouds, Partly cloudy",0.1,0.0606,0.42,0.4627,0,12,12,dingin,subuh,rendah
188,2011-01-09,Spring,2011,January,2,No,Monday,No,"Clear, Few clouds, Partly cloudy",0.1,0.0606,0.46,0.4627,0,11,11,dingin,subuh,rendah
189,2011-01-09,Spring,2011,January,3,No,Monday,No,"Clear, Few clouds, Partly cloudy",0.1,0.0758,0.46,0.4179,0,4,4,dingin,subuh,rendah
190,2011-01-09,Spring,2011,January,4,No,Monday,No,"Clear, Few clouds, Partly cloudy",0.08,0.0909,0.53,0.194,0,1,1,dingin,subuh,rendah
191,2011-01-09,Spring,2011,January,5,No,Monday,No,"Clear, Few clouds, Partly cloudy",0.08,0.0909,0.53,0.194,0,1,1,dingin,subuh,rendah
192,2011-01-09,Spring,2011,January,6,No,Monday,No,"Clear, Few clouds, Partly cloudy",0.1,0.0909,0.49,0.2836,0,1,1,dingin,subuh,rendah
193,2011-01-09,Spring,2011,January,7,No,Monday,No,"Clear, Few clouds, Partly cloudy",0.08,0.0909,0.53,0.194,1,5,6,dingin,pagi,rendah
194,2011-01-09,Spring,2011,January,8,No,Monday,No,"Clear, Few clouds, Partly cloudy",0.1,0.0909,0.49,0.2836,0,10,10,dingin,pagi,rendah
195,2011-01-09,Spring,2011,January,9,No,Monday,No,"Clear, Few clouds, Partly cloudy",0.12,0.0758,0.46,0.5224,0,19,19,dingin,pagi,rendah
196,2011-01-09,Spring,2011,January,10,No,Monday,No,"Clear, Few clouds, Partly cloudy",0.14,0.1061,0.43,0.3881,0,49,49,dingin,pagi,rendah
197,2011-01-09,Spring,2011,January,11,No,Monday,No,"Clear, Few clouds, Partly cloudy",0.16,0.1212,0.4,0.5224,2,47,49,dingin,siang,rendah
198,2011-01-09,Spring,2011,January,12,No,Monday,No,"Clear, Few clouds, Partly cloudy",0.18,0.1364,0.37,0.4478,4,79,83,dingin,siang,rendah
199,2011-01-09,Spring,2011,January,13,No,Monday,No,"Clear, Few clouds, Partly cloudy",0.2,0.1667,0.34,0.4478,6,69,75,dingin,siang,rendah
200,2011-01-09,Spring,2011,January,14,No,Monday,No,"Clear, Few clouds, Partly cloudy",0.22,0.1818,0.32,0.4627,8,64,72,dingin,siang,rendah
201,2011-01-09,Spring,2011,January,15,No,Monday,No,"Clear, Few clouds, Partly cloudy",0.22,0.197,0.35,0.3582,5,77,82,dingin,siang,rendah
202,2011-01-09,Spring,2011,January,16,No,Monday,No,"Clear, Few clouds, Partly cloudy",0.2,0.1667,0.34,0.4478,13,79,92,dingin,siang,rendah
203,2011-01-09,Spring,2011,January,17,No,Monday,No,"Clear, Few clouds, Partly cloudy",0.18,0.1515,0.37,0.3881,3,59,62,dingin,sore,rendah
204,2011-01-09,Spring,2011,January,18,No,Monday,No,"Clear, Few clouds, Partly cloudy",0.16,0.1364,0.4,0.3284,4,44,48,dingin,sore,rendah
205,2011-01-09,Spring,2011,January,19,No,Monday,No,"Clear, Few clouds, Partly cloudy",0.16,0.1364,0.43,0.3284,1,40,41,dingin,malam,rendah
206,2011-01-09,Spring,2011,January,20,No,Monday,No,"Clear, Few clouds, Partly cloudy",0.14,0.1212,0.46,0.2537,0,38,38,dingin,malam,rendah
207,2011-01-09,Spring,2011,January,21,No,Monday,No,"Clear, Few clouds, Partly cloudy",0.14,0.1061,0.46,0.4179,1,19,20,dingin,malam,rendah
208,2011-01-09,Spring,2011,January,22,No,Monday,No,"Clear, Few clouds, Partly cloudy",0.14,0.1212,0.46,0.2985,5,10,15,dingin,malam,rendah
209,2011-01-09,Spring,2011,January,23,No,Monday,No,"Clear, Few clouds, Partly cloudy",0.12,0.1364,0.5,0.194,0,6,6,dingin,malam,rendah
210,2011-01-10,Spring,2011,January,0,No,Tuesday,Yes,"Clear, Few clouds, Partly cloudy",0.12,0.1212,0.5,0.2836,2,3,5,dingin,subuh,rendah
211,2011-01-10,Spring,2011,January,1,No,Tuesday,Yes,"Clear, Few clouds, Partly cloudy",0.12,0.1212,0.5,0.2836,1,0,1,dingin,subuh,rendah
212,2011-01-10,Spring,2011,January,2,No,Tuesday,Yes,"Clear, Few clouds, Partly cloudy",0.12,0.1212,0.5,0.2239,0,3,3,dingin,subuh,rendah
213,2011-01-10,Spring,2011,January,3,No,Tuesday,Yes,"Clear, Few clouds, Partly cloudy",0.12,0.1212,0.5,0.2239,0,1,1,dingin,subuh,rendah
214,2011-01-10,Spring,2011,January,4,No,Tuesday,Yes,"Clear, Few clouds, Partly cloudy",0.1,0.1212,0.54,0.1343,1,2,3,dingin,subuh,rendah
215,2011-01-10,Spring,2011,January,5,No,Tuesday,Yes,"Clear, Few clouds, Partly cloudy",0.1,0.1061,0.54,0.2537,0,3,3,dingin,subuh,rendah
216,2011-01-10,Spring,2011,January,6,No,Tuesday,Yes,"Clear, Few clouds, Partly cloudy",0.12,0.1212,0.5,0.2836,0,31,31,dingin,subuh,rendah
217,2011-01-10,Spring,2011,January,7,No,Tuesday,Yes,"Clear, Few clouds, Partly cloudy",0.12,0.1212,0.5,0.2239,2,75,77,dingin,pagi,rendah
218,2011-01-10,Spring,2011,January,8,No,Tuesday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.12,0.1212,0.5,0.2836,4,184,188,dingin,pagi,rendah
219,2011-01-10,Spring,2011,January,9,No,Tuesday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.14,0.1212,0.5,0.2537,2,92,94,dingin,pagi,rendah
220,2011-01-10,Spring,2011,January,10,No,Tuesday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.14,0.1212,0.5,0.2985,0,31,31,dingin,pagi,rendah
221,2011-01-10,Spring,2011,January,11,No,Tuesday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.16,0.1364,0.47,0.2836,2,28,30,dingin,siang,rendah
222,2011-01-10,Spring,2011,January,12,No,Tuesday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.2,0.1818,0.4,0.2836,5,47,52,dingin,siang,rendah
223,2011-01-10,Spring,2011,January,13,No,Tuesday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.2,0.1818,0.4,0.2836,4,50,54,dingin,siang,rendah
224,2011-01-10,Spring,2011,January,14,No,Tuesday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.2,0.197,0.4,0.2239,0,47,47,dingin,siang,rendah
225,2011-01-10,Spring,2011,January,15,No,Tuesday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.2,0.197,0.4,0.2239,2,43,45,dingin,siang,rendah
226,2011-01-10,Spring,2011,January,16,No,Tuesday,Yes,"Clear, Few clouds, Partly cloudy",0.2,0.2121,0.4,0.1343,4,70,74,dingin,siang,rendah
227,2011-01-10,Spring,2011,January,17,No,Tuesday,Yes,"Clear, Few clouds, Partly cloudy",0.2,0.2273,0.4,0.1045,4,174,178,dingin,sore,rendah
228,2011-01-10,Spring,2011,January,18,No,Tuesday,Yes,"Clear, Few clouds, Partly cloudy",0.2,0.197,0.4,0.2239,1,154,155,dingin,sore,rendah
229,2011-01-10,Spring,2011,January,19,No,Tuesday,Yes,"Clear, Few clouds, Partly cloudy",0.16,0.1667,0.47,0.1642,3,92,95,dingin,malam,rendah
230,2011-01-10,Spring,2011,January,20,No,Tuesday,Yes,"Clear, Few clouds, Partly cloudy",0.16,0.1667,0.5,0.1642,1,73,74,dingin,malam,rendah
231,2011-01-10,Spring,2011,January,21,No,Tuesday,Yes,"Clear, Few clouds, Partly cloudy",0.14,0.1364,0.59,0.194,1,37,38,dingin,malam,rendah
232,2011-01-10,Spring,2011,January,22,No,Tuesday,Yes,"Clear, Few clouds, Partly cloudy",0.14,0.1515,0.59,0.1642,2,22,24,dingin,malam,rendah
233,2011-01-10,Spring,2011,January,23,No,Tuesday,Yes,"Clear, Few clouds, Partly cloudy",0.14,0.1515,0.59,0.1642,0,18,18,dingin,malam,rendah
234,2011-01-11,Spring,2011,January,0,No,Wednesday,Yes,"Clear, Few clouds, Partly cloudy",0.14,0.1667,0.59,0.1045,2,10,12,dingin,subuh,rendah
235,2011-01-11,Spring,2011,January,1,No,Wednesday,Yes,"Clear, Few clouds, Partly cloudy",0.14,0.1515,0.59,0.1642,0,3,3,dingin,subuh,rendah
236,2011-01-11,Spring,2011,January,2,No,Wednesday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.16,0.1515,0.55,0.194,0,3,3,dingin,subuh,rendah
237,2011-01-11,Spring,2011,January,5,No,Wednesday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.16,0.1818,0.55,0.1343,0,6,6,dingin,subuh,rendah
238,2011-01-11,Spring,2011,January,6,No,Wednesday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.16,0.1818,0.55,0.1343,0,27,27,dingin,subuh,rendah
239,2011-01-11,Spring,2011,January,7,No,Wednesday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.16,0.2273,0.55,0.0,2,97,99,dingin,pagi,rendah
240,2011-01-11,Spring,2011,January,8,No,Wednesday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.18,0.2121,0.51,0.0896,3,214,217,dingin,pagi,rendah
241,2011-01-11,Spring,2011,January,9,No,Wednesday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.18,0.197,0.51,0.1642,3,127,130,dingin,pagi,rendah
242,2011-01-11,Spring,2011,January,10,No,Wednesday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.2,0.2121,0.51,0.1642,3,51,54,dingin,pagi,rendah
243,2011-01-11,Spring,2011,January,11,No,Wednesday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.2,0.2121,0.47,0.1343,4,31,35,dingin,siang,rendah
244,2011-01-11,Spring,2011,January,12,No,Wednesday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.2,0.2273,0.51,0.1045,2,55,57,dingin,siang,rendah
245,2011-01-11,Spring,2011,January,13,No,Wednesday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.2,0.2273,0.59,0.0896,6,46,52,dingin,siang,rendah
246,2011-01-11,Spring,2011,January,14,No,Wednesday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.2,0.2273,0.59,0.0896,3,60,63,dingin,siang,rendah
247,2011-01-11,Spring,2011,January,15,No,Wednesday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.16,0.197,0.8,0.0896,2,45,47,dingin,siang,rendah
248,2011-01-11,Spring,2011,January,16,No,Wednesday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.16,0.1515,0.86,0.2239,4,72,76,dingin,siang,rendah
249,2011-01-11,Spring,2011,January,17,No,Wednesday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.16,0.1515,0.86,0.2239,6,130,136,dingin,sore,rendah
250,2011-01-11,Spring,2011,January,18,No,Wednesday,Yes,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.16,0.1818,0.93,0.1045,1,94,95,dingin,sore,rendah
251,2011-01-11,Spring,2011,January,19,No,Wednesday,Yes,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.16,0.2273,0.93,0.0,0,51,51,dingin,malam,rendah
252,2011-01-11,Spring,2011,January,20,No,Wednesday,Yes,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.16,0.1515,0.93,0.194,0,32,32,dingin,malam,rendah
253,2011-01-11,Spring,2011,January,21,No,Wednesday,Yes,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.16,0.197,0.86,0.0896,0,20,20,dingin,malam,rendah
254,2011-01-11,Spring,2011,January,22,No,Wednesday,Yes,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.16,0.1818,0.93,0.1045,1,28,29,dingin,malam,rendah
255,2011-01-11,Spring,2011,January,23,No,Wednesday,Yes,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.16,0.197,0.93,0.0896,1,18,19,dingin,malam,rendah
256,2011-01-12,Spring,2011,January,0,No,Thursday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.16,0.197,0.86,0.0896,0,7,7,dingin,subuh,rendah
257,2011-01-12,Spring,2011,January,1,No,Thursday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.16,0.1818,0.86,0.1045,0,6,6,dingin,subuh,rendah
258,2011-01-12,Spring,2011,January,2,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy",0.14,0.1515,0.86,0.1343,0,1,1,dingin,subuh,rendah
259,2011-01-12,Spring,2011,January,5,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy",0.14,0.1515,0.86,0.1642,0,5,5,dingin,subuh,rendah
260,2011-01-12,Spring,2011,January,6,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy",0.12,0.1515,0.93,0.1343,0,16,16,dingin,subuh,rendah
261,2011-01-12,Spring,2011,January,7,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy",0.14,0.1515,0.69,0.1343,0,54,54,dingin,pagi,rendah
262,2011-01-12,Spring,2011,January,8,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy",0.16,0.1667,0.59,0.1642,3,125,128,dingin,pagi,rendah
263,2011-01-12,Spring,2011,January,9,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy",0.16,0.1364,0.59,0.3284,3,78,81,dingin,pagi,rendah
264,2011-01-12,Spring,2011,January,10,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy",0.18,0.1818,0.55,0.2239,0,39,39,dingin,pagi,rendah
265,2011-01-12,Spring,2011,January,11,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy",0.2,0.1818,0.51,0.3881,3,32,35,dingin,siang,rendah
266,2011-01-12,Spring,2011,January,12,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy",0.2,0.1515,0.47,0.5821,3,52,55,dingin,siang,rendah
267,2011-01-12,Spring,2011,January,13,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy",0.22,0.197,0.44,0.3582,0,49,49,dingin,siang,rendah
268,2011-01-12,Spring,2011,January,14,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy",0.2,0.1818,0.47,0.3284,0,44,44,dingin,siang,rendah
269,2011-01-12,Spring,2011,January,15,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy",0.2,0.1667,0.47,0.4179,1,48,49,dingin,siang,rendah
270,2011-01-12,Spring,2011,January,16,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy",0.22,0.197,0.44,0.3284,5,63,68,dingin,siang,rendah
271,2011-01-12,Spring,2011,January,17,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy",0.2,0.1818,0.47,0.3582,0,139,139,dingin,sore,rendah
272,2011-01-12,Spring,2011,January,18,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy",0.2,0.1515,0.47,0.5224,2,135,137,dingin,sore,rendah
273,2011-01-12,Spring,2011,January,19,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy",0.18,0.1515,0.47,0.4179,1,82,83,dingin,malam,rendah
274,2011-01-12,Spring,2011,January,20,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy",0.16,0.1364,0.5,0.3284,2,54,56,dingin,malam,rendah
275,2011-01-12,Spring,2011,January,21,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy",0.16,0.1364,0.55,0.3284,0,57,57,dingin,malam,rendah
276,2011-01-12,Spring,2011,January,22,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy",0.16,0.1212,0.55,0.4478,1,32,33,dingin,malam,rendah
277,2011-01-12,Spring,2011,January,23,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy",0.14,0.1061,0.59,0.4179,1,19,20,dingin,malam,rendah
278,2011-01-13,Spring,2011,January,0,No,Friday,Yes,"Clear, Few clouds, Partly cloudy",0.14,0.1212,0.59,0.2836,1,6,7,dingin,subuh,rendah
279,2011-01-13,Spring,2011,January,1,No,Friday,Yes,"Clear, Few clouds, Partly cloudy",0.14,0.1212,0.5,0.2836,0,2,2,dingin,subuh,rendah
280,2011-01-13,Spring,2011,January,2,No,Friday,Yes,"Clear, Few clouds, Partly cloudy",0.14,0.1212,0.5,0.3582,0,2,2,dingin,subuh,rendah
281,2011-01-13,Spring,2011,January,3,No,Friday,Yes,"Clear, Few clouds, Partly cloudy",0.14,0.1212,0.5,0.3284,0,3,3,dingin,subuh,rendah
282,2011-01-13,Spring,2011,January,4,No,Friday,Yes,"Clear, Few clouds, Partly cloudy",0.14,0.1212,0.5,0.2537,0,4,4,dingin,subuh,rendah
283,2011-01-13,Spring,2011,January,5,No,Friday,Yes,"Clear, Few clouds, Partly cloudy",0.14,0.1212,0.5,0.2985,0,3,3,dingin,subuh,rendah
284,2011-01-13,Spring,2011,January,6,No,Friday,Yes,"Clear, Few clouds, Partly cloudy",0.12,0.1515,0.54,0.1343,0,28,28,dingin,subuh,rendah
285,2011-01-13,Spring,2011,January,7,No,Friday,Yes,"Clear, Few clouds, Partly cloudy",0.12,0.1515,0.54,0.1343,0,72,72,dingin,pagi,rendah
286,2011-01-13,Spring,2011,January,8,No,Friday,Yes,"Clear, Few clouds, Partly cloudy",0.14,0.1364,0.5,0.194,5,197,202,dingin,pagi,rendah
287,2011-01-13,Spring,2011,January,9,No,Friday,Yes,"Clear, Few clouds, Partly cloudy",0.14,0.1212,0.5,0.3284,2,137,139,dingin,pagi,rendah
288,2011-01-13,Spring,2011,January,10,No,Friday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.16,0.1364,0.5,0.3582,2,36,38,dingin,pagi,rendah
289,2011-01-13,Spring,2011,January,11,No,Friday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.2,0.1667,0.44,0.4478,4,33,37,dingin,siang,rendah
290,2011-01-13,Spring,2011,January,12,No,Friday,Yes,"Clear, Few clouds, Partly cloudy",0.2,0.1667,0.44,0.4179,3,49,52,dingin,siang,rendah
291,2011-01-13,Spring,2011,January,13,No,Friday,Yes,"Clear, Few clouds, Partly cloudy",0.22,0.197,0.41,0.4478,2,81,83,dingin,siang,rendah
292,2011-01-13,Spring,2011,January,14,No,Friday,Yes,"Clear, Few clouds, Partly cloudy",0.22,0.197,0.41,0.3881,3,39,42,dingin,siang,rendah
293,2011-01-13,Spring,2011,January,15,No,Friday,Yes,"Clear, Few clouds, Partly cloudy",0.24,0.2121,0.38,0.2985,5,55,60,dingin,siang,rendah
294,2011-01-13,Spring,2011,January,16,No,Friday,Yes,"Clear, Few clouds, Partly cloudy",0.24,0.2121,0.38,0.3582,2,76,78,dingin,siang,rendah
295,2011-01-13,Spring,2011,January,17,No,Friday,Yes,"Clear, Few clouds, Partly cloudy",0.2,0.1818,0.4,0.2836,4,158,162,dingin,sore,rendah
296,2011-01-13,Spring,2011,January,18,No,Friday,Yes,"Clear, Few clouds, Partly cloudy",0.2,0.1818,0.4,0.3284,3,141,144,dingin,sore,rendah
297,2011-01-13,Spring,2011,January,19,No,Friday,Yes,"Clear, Few clouds, Partly cloudy",0.16,0.1515,0.47,0.2537,1,98,99,dingin,malam,rendah
298,2011-01-13,Spring,2011,January,20,No,Friday,Yes,"Clear, Few clouds, Partly cloudy",0.16,0.1515,0.47,0.2239,0,64,64,dingin,malam,rendah
299,2011-01-13,Spring,2011,January,21,No,Friday,Yes,"Clear, Few clouds, Partly cloudy",0.14,0.1212,0.46,0.2985,0,40,40,dingin,malam,rendah
300,2011-01-13,Spring,2011,January,22,No,Friday,Yes,"Clear, Few clouds, Partly cloudy",0.14,0.1212,0.46,0.3284,0,30,30,dingin,malam,rendah
301,2011-01-13,Spring,2011,January,23,No,Friday,Yes,"Clear, Few clouds, Partly cloudy",0.12,0.1364,0.5,0.194,1,14,15,dingin,malam,rendah
302,2011-01-14,Spring,2011,January,0,No,Saturday,Yes,"Clear, Few clouds, Partly cloudy",0.12,0.1364,0.5,0.194,0,14,14,dingin,subuh,rendah
303,2011-01-14,Spring,2011,January,1,No,Saturday,Yes,"Clear, Few clouds, Partly cloudy",0.1,0.1212,0.54,0.1642,0,5,5,dingin,subuh,rendah
